TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 6575579fb1848a58172e4e399946712e
ERRORS:
**** Item %BONFIRE for user (ISKRANAPROCHY) is repeated in want list for 2619.
**** Item %DARWIN for user (JAGASTR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2275.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2277.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2285.
**** Item %DWERGAR for user (KUSIEN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORGOTTEN_WATERS for user (MARTIXX) is repeated in want list for 1513.
**** Item %FROSTPUNK_ALL_IN for user (POLO15) is repeated in want list for 739.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1557.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1559.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1561.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1564.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1566.
**** Item 1483 is repeated in want list for 2094.
**** Item 1851 is repeated in want list for 820.
**** Item 1851 is repeated in want list for 869.
**** Item 1851 is repeated in want list for 870.
**** Item 1851 is repeated in want list for 871.
**** Item 1851 is repeated in want list for 872.
**** Item 1851 is repeated in want list for 875.
**** Item 1851 is repeated in want list for 879.
**** Item 1851 is repeated in want list for 987.
**** Item 1852 is repeated in want list for 869.
**** Item 1852 is repeated in want list for 870.
**** Item 1852 is repeated in want list for 871.
**** Item 1852 is repeated in want list for 872.
**** Item 1852 is repeated in want list for 875.
**** Item 1852 is repeated in want list for 879.
**** Item 1852 is repeated in want list for 987.
**** Item 1883 is repeated in want list for 820.
**** Item 197 is repeated in want list for 1236.
**** Item 1973 is repeated in want list for 1527.
**** Item 228 is repeated in want list for 869.
**** Item 228 is repeated in want list for 870.
**** Item 228 is repeated in want list for 871.
**** Item 228 is repeated in want list for 872.
**** Item 228 is repeated in want list for 875.
**** Item 228 is repeated in want list for 879.
**** Item 228 is repeated in want list for 987.
**** Item 2291 is repeated in want list for 2108.
**** Item 2496 is repeated in want list for 1236.
**** Item 326 is repeated in want list for 2094.
**** Item 351 is repeated in want list for 1236.
**** Item 432 is repeated in want list for 2215.
**** Item 855 is repeated in want list for 2094.
**** Item 878 is repeated in want list for %ROLL_PLAYER for user (JAGGA68).
**** Unknown item %1700438958179 for user (DGRODO) (2 occurrences)
**** Unknown item %BONFIRE_BONFIRE_TREES_CREATURES for user (GABENS29) (1 occurrence)
**** Unknown item %PANDEMIC_FALL_OF_ROME for user (KURUNIR) (1 occurrence)
**** Unknown item %THE_KING_IS_DEAD_SECOND_EDITION_THE_KING_IS_DEAD_BETRAY_PROMO_CARD for user (LEINADUS) (2 occurrences)
**** Unknown item 042 (1 occurrence)
**** Unknown item 1459 (16 occurrences)
**** Unknown item 1462 (4 occurrences)
**** Unknown item 1464 (1 occurrence)
**** Unknown item 1466 (4 occurrences)
**** Unknown item 1468 (50 occurrences)
**** Unknown item 1757 (11 occurrences)
**** Unknown item 1762 (13 occurrences)
**** Unknown item 1764 (4 occurrences)
**** Unknown item 1766 (8 occurrences)
**** Unknown item 1768 (11 occurrences)
**** Unknown item 2164 (8 occurrences)
**** Unknown item 2167 (6 occurrences)
**** Unknown item 2169 (2 occurrences)
**** Unknown item 2170 (30 occurrences)
**** Unknown item 2172 (29 occurrences)
**** Unknown item 2173 (31 occurrences)
**** Unknown item 2175 (44 occurrences)
**** Unknown item 2179 (48 occurrences)
**** Unknown item 2180 (29 occurrences)
**** Unknown item 2181 (5 occurrences)
**** Unknown item 2182 (7 occurrences)
**** Unknown item 2222 (73 occurrences)
**** Unknown item 2224 (31 occurrences)
**** Unknown item 2225 (39 occurrences)
**** Unknown item 2228 (61 occurrences)
**** Unknown item 2230 (6 occurrences)
**** Unknown item 2249 (45 occurrences)
**** Unknown item 2253 (18 occurrences)
**** Unknown item 2490 (39 occurrences)
**** Unknown item 2492 (1 occurrence)
**** Unknown item 2577 (1 occurrence)
**** Unknown item 2578 (60 occurrences)
**** Unknown item 2580 (16 occurrences)
**** Unknown item 2583 (25 occurrences)
**** Unknown item 2585 (29 occurrences)
**** Unknown item 2588 (2 occurrences)
**** Unknown item 2589 (2 occurrences)
**** Unknown item 2594 (31 occurrences)
**** Unknown item 2595 (14 occurrences)
**** Unknown item 2596 (38 occurrences)
**** Unknown item 308 (70 occurrences)
**** Unknown item 309 (6 occurrences)
**** Unknown item 310 (63 occurrences)
**** Unknown item 311 (5 occurrences)
**** Unknown item 312 (107 occurrences)
**** Unknown item 394 (33 occurrences)
**** Unknown item 559 (4 occurrences)

TRADE LOOPS (715 total trades):

(_SLY_) 451            receives (ANOPTICHTYS) 1614
(PAROOS) 1753          receives (HELLOWEEN85) 2000
(HELLOWEEN85) 2000     receives (DOCIA) 2611
(DOCIA) 2611           receives (ANIAW89) 477
(ANIAW89) 477          receives (KOMIX) 1602
(KOMIX) 1602           receives (PUSHEENEIRO) 827
(PUSHEENEIRO) 827      receives (SHAKQ) 2340
(SHAKQ) 2340           receives (REEVS) 2571
(REEVS) 2571           receives (AURELIX85) 1290
(AURELIX85) 1290       receives (REVACHOLIAN) 551
(REVACHOLIAN) 551      receives (TRINGA) 633
(TRINGA) 633           receives (ROPSONIK) 1564
(ROPSONIK) 1564        receives (KERUKR) 2012
(KERUKR) 2012          receives (ADMI99) 223
(ADMI99) 223           receives (SIPIO) 1682
(SIPIO) 1682           receives (FLIEGEN) 1002
(FLIEGEN) 1002         receives (MZEPTER) 1493
(MZEPTER) 1493         receives (PAROOS) 2009
(PAROOS) 2009          receives (ROPSONIK) 1559
(ROPSONIK) 1559        receives (RODAN77) 1312
(RODAN77) 1312         receives (BREGORZ) 1420
(BREGORZ) 1420         receives (MARSJANKA) 1892
(MARSJANKA) 1892       receives (BOBULE) 2056
(BOBULE) 2056          receives (LADZIK) 2349
(LADZIK) 2349          receives (BUJNIAQ) 1874
(BUJNIAQ) 1874         receives (MANKOSLAW) 2118
(MANKOSLAW) 2118       receives (BAAKA) 352
(BAAKA) 352            receives (SWONICK) 1755
(SWONICK) 1755         receives (CHESTER1983) 1008
(CHESTER1983) 1008     receives (SWIROFF) 929
(SWIROFF) 929          receives (LUKASHI) 613
(LUKASHI) 613          receives (MORMAKILL) 21
(MORMAKILL) 21         receives (MANKOSLAW) 2116
(MANKOSLAW) 2116       receives (ANIAW89) 474
(ANIAW89) 474          receives (BUKIMI) 1069
(BUKIMI) 1069          receives (RAFMIX) 767
(RAFMIX) 767           receives (OSTRY) 194
(OSTRY) 194            receives (RHINO055) 2201
(RHINO055) 2201        receives (ENDZITREBRON) 1447
(ENDZITREBRON) 1447    receives (KOMIX) 1597
(KOMIX) 1597           receives (RALFMARK) 1775
(RALFMARK) 1775        receives (PAROOS) 1548
(PAROOS) 1548          receives (BIGBADSHEEP) 1669
(BIGBADSHEEP) 1669     receives (MIKOLAJ1110) 1560
(MIKOLAJ1110) 1560     receives (VOYDEN) 112
(VOYDEN) 112           receives (AGAMEMNONXD) 2276
(AGAMEMNONXD) 2276     receives (MZEPTER) 1486
(MZEPTER) 1486         receives (NOSIADBT1100) 2357
(NOSIADBT1100) 2357    receives (ANOPTICHTYS) 1618
(ANOPTICHTYS) 1618     receives (RAZUL) 2160
(RAZUL) 2160           receives (VOYDEN) 128
(VOYDEN) 128           receives (HELLOWEEN85) 855
(HELLOWEEN85) 855      receives (MZEPTER) 1495
(MZEPTER) 1495         receives (PROPI) 412
(PROPI) 412            receives (KIVU) 980
(KIVU) 980             receives (NEDENO) 621
(NEDENO) 621           receives (LISEK2000) 1539
(LISEK2000) 1539       receives (MANKOSLAW) 2111
(MANKOSLAW) 2111       receives (FREYA2226) 2011
(FREYA2226) 2011       receives (PROPI) 1896
(PROPI) 1896           receives (PEPER777) 966
(PEPER777) 966         receives (MIZIO) 1451
(MIZIO) 1451           receives (MIKOLAJ1110) 1527
(MIKOLAJ1110) 1527     receives (SHADOWA) 1973
(SHADOWA) 1973         receives (UNKNOWN0) 457
(UNKNOWN0) 457         receives (PANCOR) 2480
(PANCOR) 2480          receives (LISEK2000) 1551
(LISEK2000) 1551       receives (MTNW) 1283
(MTNW) 1283            receives (ANOPTICHTYS) 2549
(ANOPTICHTYS) 2549     receives (LUKASHI) 603
(LUKASHI) 603          receives (KLANCYG) 1906
(KLANCYG) 1906         receives (GRAFI1984) 2067
(GRAFI1984) 2067       receives (TAMARAPL) 1126
(TAMARAPL) 1126        receives (STONEROCK) 875
(STONEROCK) 875        receives (MARCINGIELEWSKI) 1094
(MARCINGIELEWSKI) 1094 receives (JENNY70) 2210
(JENNY70) 2210         receives (ANOPTICHTYS) 1623
(ANOPTICHTYS) 1623     receives (XEROPHINE) 1934
(XEROPHINE) 1934       receives (RENEG8D) 2187
(RENEG8D) 2187         receives (LISEK2000) 1529
(LISEK2000) 1529       receives (JACEKBARBER) 1360
(JACEKBARBER) 1360     receives (AKWAMARYNOWY) 230
(AKWAMARYNOWY) 230     receives (ISKRANAPROCHY) 1770
(ISKRANAPROCHY) 1770   receives (XENIR) 696
(XENIR) 696            receives (HELLOWEEN85) 853
(HELLOWEEN85) 853      receives (LISEK2000) 1541
(LISEK2000) 1541       receives (PONIEWAZ) 2438
(PONIEWAZ) 2438        receives (SWIROFF) 885
(SWIROFF) 885          receives (ANIAW89) 478
(ANIAW89) 478          receives (ARASHII) 1752
(ARASHII) 1752         receives (KORPOREJSZYN) 1106
(KORPOREJSZYN) 1106    receives (BLEBOK) 852
(BLEBOK) 852           receives (SWIROFF) 933
(SWIROFF) 933          receives (KONRADSTPN) 1684
(KONRADSTPN) 1684      receives (VORONWE) 888
(VORONWE) 888          receives (GRZEG0RZ) 1065
(GRZEG0RZ) 1065        receives (TYMOTEUSZ7) 540
(TYMOTEUSZ7) 540       receives (MARUDA_24) 1059
(MARUDA_24) 1059       receives (BART HENRY) 2240
(BART HENRY) 2240      receives (JNOWACZY) 431
(JNOWACZY) 431         receives (GARG) 1405
(GARG) 1405            receives (PANCOR) 2644
(PANCOR) 2644          receives (BLEBOK) 838
(BLEBOK) 838           receives (PANCOR) 2401
(PANCOR) 2401          receives (KONRADSTPN) 265
(KONRADSTPN) 265       receives (_SLY_) 455
(_SLY_) 455            receives (FPS_PYZ) 1740
(FPS_PYZ) 1740         receives (KROMKA) 533
(KROMKA) 533           receives (BLEBOK) 851
(BLEBOK) 851           receives (PROPI) 414
(PROPI) 414            receives (QUEZZLE) 313
(QUEZZLE) 313          receives (PATRYKGALKA) 162
(PATRYKGALKA) 162      receives (TYMOTEUSZ7) 541
(TYMOTEUSZ7) 541       receives (PANCOR) 2437
(PANCOR) 2437          receives (GRIMCLASH) 1232
(GRIMCLASH) 1232       receives (TH13TEEN) 1338
(TH13TEEN) 1338        receives (YACSZUR) 2350
(YACSZUR) 2350         receives (RAISTLINJEDYNY) 1250
(RAISTLINJEDYNY) 1250  receives (GRIMCLASH) 1222
(GRIMCLASH) 1222       receives (BAARTOSZZ) 2375
(BAARTOSZZ) 2375       receives (BREGORZ) 1423
(BREGORZ) 1423         receives (SYDONIAA) 9
(SYDONIAA) 9           receives (FPS_PYZ) 2029
(FPS_PYZ) 2029         receives (BAAKA) 351
(BAAKA) 351            receives (PANCOR) 2295
(PANCOR) 2295          receives (SIPIO) 1679
(SIPIO) 1679           receives (MADZIALENA7) 2092
(MADZIALENA7) 2092     receives (JACEKBARBER) 1353
(JACEKBARBER) 1353     receives (BARTMAN71) 1702
(BARTMAN71) 1702       receives (VDER) 2107
(VDER) 2107            receives (QUEZZLE) 314
(QUEZZLE) 314          receives (SZCZEPAN89) 8
(SZCZEPAN89) 8         receives (ANAMAN) 1135
(ANAMAN) 1135          receives (GARG) 1371
(GARG) 1371            receives (NIEDZIELNYPIONEK) 406
(NIEDZIELNYPIONEK) 406 receives (KUSIEN) 1274
(KUSIEN) 1274          receives (PATRYKGALKA) 154
(PATRYKGALKA) 154      receives (DGRODO) 1439
(DGRODO) 1439          receives (M1SHA) 943
(M1SHA) 943            receives (POLO15) 737
(POLO15) 737           receives (PAGA54) 954
(PAGA54) 954           receives (SZUTEK) 822
(SZUTEK) 822           receives (AGAMEMNONXD) 2263
(AGAMEMNONXD) 2263     receives (MICHALPOLSKA) 371
(MICHALPOLSKA) 371     receives (SCRABER) 662
(SCRABER) 662          receives (FREYA2226) 2007
(FREYA2226) 2007       receives (RAFMIX) 769
(RAFMIX) 769           receives (STOICKOV) 98
(STOICKOV) 98          receives (MORMAKILL) 84
(MORMAKILL) 84         receives (BRILLOWSKI) 1790
(BRILLOWSKI) 1790      receives (JENNY70) 2216
(JENNY70) 2216         receives (DENINIS) 494
(DENINIS) 494          receives (MARCINGIELEWSKI) 1092
(MARCINGIELEWSKI) 1092 receives (LUKASHI) 594
(LUKASHI) 594          receives (LEINADUS) 1871
(LEINADUS) 1871        receives (WARENHARI) 928
(WARENHARI) 928        receives (PIZZACHIP) 750
(PIZZACHIP) 750        receives (XENIR) 692
(XENIR) 692            receives (DENINIS) 501
(DENINIS) 501          receives (PUSHEENEIRO) 806
(PUSHEENEIRO) 806      receives (ANIAW89) 484
(ANIAW89) 484          receives (KORPOREJSZYN) 1111
(KORPOREJSZYN) 1111    receives (ANOPTICHTYS) 1610
(ANOPTICHTYS) 1610     receives (JAKUBWAKIEC) 1540
(JAKUBWAKIEC) 1540     receives (SWONICK) 2638
(SWONICK) 2638         receives (MADZIALENA7) 2101
(MADZIALENA7) 2101     receives (XENIR) 691
(XENIR) 691            receives (VENOSTHE) 236
(VENOSTHE) 236         receives (GRZEG0RZ) 1061
(GRZEG0RZ) 1061        receives (ZAWATERNIOK) 297
(ZAWATERNIOK) 297      receives (RAISTLINJEDYNY) 1246
(RAISTLINJEDYNY) 1246  receives (MARUDA_24) 1053
(MARUDA_24) 1053       receives (RENEG8D) 763
(RENEG8D) 763          receives (KORPOREJSZYN) 1108
(KORPOREJSZYN) 1108    receives (SZCZEPAN89) 6
(SZCZEPAN89) 6         receives (PALMEREX) 1850
(PALMEREX) 1850        receives (DEEDO72) 2087
(DEEDO72) 2087         receives (JAKUBWAKIEC) 681
(JAKUBWAKIEC) 681      receives (ALUCARD8282) 994
(ALUCARD8282) 994      receives (GARG) 1363
(GARG) 1363            receives (KONRADSTPN) 279
(KONRADSTPN) 279       receives (MISIENCJUSZ) 658
(MISIENCJUSZ) 658      receives (ADMI99) 218
(ADMI99) 218           receives (MARKOO) 2593
(MARKOO) 2593          receives (JAKUBWAKIEC) 678
(JAKUBWAKIEC) 678      receives (PATRYKGALKA) 142
(PATRYKGALKA) 142      receives (DENINIS) 510
(DENINIS) 510          receives (LUKASHI) 605
(LUKASHI) 605          receives (KLANCYG) 1910
(KLANCYG) 1910         receives (BRASAS) 1978
(BRASAS) 1978          receives (MDROZDZIOK9595) 1181
(MDROZDZIOK9595) 1181  receives (SZUKASZ) 387
(SZUKASZ) 387          receives (LADZIK) 2353
(LADZIK) 2353          receives (MDROZDZIOK9595) 938
(MDROZDZIOK9595) 938   receives (SWONICK) 1860
(SWONICK) 1860         receives (BOGAS_9) 1652
(BOGAS_9) 1652         receives (HRACHUBI) 64
(HRACHUBI) 64          receives (PEPER777) 976
(PEPER777) 976         receives (SWIROFF) 887
(SWIROFF) 887          receives (PATRYKGALKA) 160
(PATRYKGALKA) 160      receives (WARENHARI) 472
(WARENHARI) 472        receives (RODAN77) 957
(RODAN77) 957          receives (ITSTHISGUYAGAIN) 1228
(ITSTHISGUYAGAIN) 1228 receives (PUSHEENEIRO) 834
(PUSHEENEIRO) 834      receives (LASSE LINDSTROM) 2142
(LASSE LINDSTROM) 2142 receives (DEEDO72) 2093
(DEEDO72) 2093         receives (SZAFARCZYK5) 302
(SZAFARCZYK5) 302      receives (COOL_MAX) 18
(COOL_MAX) 18          receives (MAGUN071) 508
(MAGUN071) 508         receives (CORRAN) 446
(CORRAN) 446           receives (DENINIS) 503
(DENINIS) 503          receives (JOANNAALICJA) 299
(JOANNAALICJA) 299     receives (MDROZDZIOK9595) 1185
(MDROZDZIOK9595) 1185  receives (TH13TEEN) 1340
(TH13TEEN) 1340        receives (WOOL_F) 2398
(WOOL_F) 2398          receives (REVACHOLIAN) 550
(REVACHOLIAN) 550      receives (KAMINOINNOCENT) 1993
(KAMINOINNOCENT) 1993  receives (FPS_PYZ) 1708
(FPS_PYZ) 1708         receives (PROPI) 1168
(PROPI) 1168           receives (JOANNAALICJA) 294
(JOANNAALICJA) 294     receives (KONRADSTPN) 256
(KONRADSTPN) 256       receives (BOGAS_9) 1656
(BOGAS_9) 1656         receives (MAJZOWNIK) 340
(MAJZOWNIK) 340        receives (BARTP) 916
(BARTP) 916            receives (POLO15) 724
(POLO15) 724           receives (PANCOR) 2424
(PANCOR) 2424          receives (FPS_PYZ) 1723
(FPS_PYZ) 1723         receives (APRIEL) 849
(APRIEL) 849           receives (PROPI) 421
(PROPI) 421            receives (PANCOR) 2405
(PANCOR) 2405          receives (GARG) 1361
(GARG) 1361            receives (PANCOR) 2394
(PANCOR) 2394          receives (MAAATI) 1969
(MAAATI) 1969          receives (MS103) 797
(MS103) 797            receives (KRYSTEK) 707
(KRYSTEK) 707          receives (YOSZ) 1863
(YOSZ) 1863            receives (REEVS) 2560
(REEVS) 2560           receives (KROMKA) 526
(KROMKA) 526           receives (BAARTOSZZ) 2612
(BAARTOSZZ) 2612       receives (TAJKOON) 580
(TAJKOON) 580          receives (COMFORT EAGLE) 863
(COMFORT EAGLE) 863    receives (QRZY88) 1418
(QRZY88) 1418          receives (LATERIO) 1952
(LATERIO) 1952         receives (BRILLOWSKI) 1794
(BRILLOWSKI) 1794      receives (RUTRA1992) 1295
(RUTRA1992) 1295       receives (LATERIO) 1944
(LATERIO) 1944         receives (RFLA) 327
(RFLA) 327             receives (FYEI) 2559
(FYEI) 2559            receives (MORMAKILL) 48
(MORMAKILL) 48         receives (KALAY) 736
(KALAY) 736            receives (PRZEMEK920) 1238
(PRZEMEK920) 1238      receives (RALFMARK) 1760
(RALFMARK) 1760        receives (MONIAAA) 289
(MONIAAA) 289          receives (PANDORZECZA) 1519
(PANDORZECZA) 1519     receives (DAWTA) 1792
(DAWTA) 1792           receives (JEDREK) 336
(JEDREK) 336           receives (PANCOR) 2645
(PANCOR) 2645          receives (PATRYKGALKA) 82
(PATRYKGALKA) 82       receives (PUSHEENEIRO) 837
(PUSHEENEIRO) 837      receives (MGRAJCAREK) 392
(MGRAJCAREK) 392       receives (HELLOWEEN85) 854
(HELLOWEEN85) 854      receives (GABENS29) 1469
(GABENS29) 1469        receives (SWIROFF) 895
(SWIROFF) 895          receives (RUTRA1992) 1293
(RUTRA1992) 1293       receives (PLOMYK_) 1028
(PLOMYK_) 1028         receives (RAZUL) 2154
(RAZUL) 2154           receives (KROMKA) 539
(KROMKA) 539           receives (SWONICK) 1865
(SWONICK) 1865         receives (PATROL1Q) 1426
(PATROL1Q) 1426        receives (FPS_PYZ) 1729
(FPS_PYZ) 1729         receives (PANDORZECZA) 2624
(PANDORZECZA) 2624     receives (KLANCYG) 1908
(KLANCYG) 1908         receives (POLO15) 732
(POLO15) 732           receives (STONEROCK) 871
(STONEROCK) 871        receives (BUKIMI) 1076
(BUKIMI) 1076          receives (ATRAPANTHERA) 839
(ATRAPANTHERA) 839     receives (LUKASHI) 601
(LUKASHI) 601          receives (ISKRANAPROCHY) 2617
(ISKRANAPROCHY) 2617   receives (BAARTOSZZ) 389
(BAARTOSZZ) 389        receives (CIUPAKABRA997) 239
(CIUPAKABRA997) 239    receives (_SLY_) 453

(ADMI99) 224           receives (JACEKBARBER) 1355
(JACEKBARBER) 1355     receives (MISIENCJUSZ) 1823
(MISIENCJUSZ) 1823     receives (BIGBADSHEEP) 1668
(BIGBADSHEEP) 1668     receives (POLO15) 727
(POLO15) 727           receives (SZUTEK) 819
(SZUTEK) 819           receives (PUSHEENEIRO) 813
(PUSHEENEIRO) 813      receives (JENNY70) 2245
(JENNY70) 2245         receives (MUDIABC) 1241
(MUDIABC) 1241         receives (ROPSONIK) 1565
(ROPSONIK) 1565        receives (STOICKOV) 78
(STOICKOV) 78          receives (SILLUE) 2113
(SILLUE) 2113          receives (RODAN77) 962
(RODAN77) 962          receives (PEPER777) 969
(PEPER777) 969         receives (KORPOREJSZYN) 1114
(KORPOREJSZYN) 1114    receives (VDER) 2106
(VDER) 2106            receives (GRAFI1984) 2065
(GRAFI1984) 2065       receives (TH13TEEN) 1339
(TH13TEEN) 1339        receives (PUSHEENEIRO) 2493
(PUSHEENEIRO) 2493     receives (VOYDEN) 134
(VOYDEN) 134           receives (CHRAPASZCZ) 316
(CHRAPASZCZ) 316       receives (TYMOTEUSZ7) 544
(TYMOTEUSZ7) 544       receives (KLANCYG) 1911
(KLANCYG) 1911         receives (FIUFEK) 89
(FIUFEK) 89            receives (KRJ_KING) 2342
(KRJ_KING) 2342        receives (ANOPTICHTYS) 1619
(ANOPTICHTYS) 1619     receives (TH13TEEN) 1337
(TH13TEEN) 1337        receives (BLEBOK) 828
(BLEBOK) 828           receives (QUEZZLE) 1569
(QUEZZLE) 1569         receives (ADMI99) 224

(ARAS_SWAJ) 2075       receives (PUSHEENEIRO) 825
(PUSHEENEIRO) 825      receives (ITSTHISGUYAGAIN) 1224
(ITSTHISGUYAGAIN) 1224 receives (SZAFARCZYK5) 293
(SZAFARCZYK5) 293      receives (RYSKAL) 1152
(RYSKAL) 1152          receives (PAWLIK) 663
(PAWLIK) 663           receives (MARUDA_24) 1052
(MARUDA_24) 1052       receives (COMFORT EAGLE) 860
(COMFORT EAGLE) 860    receives (BAAKA) 368
(BAAKA) 368            receives (SZAFARCZYK5) 291
(SZAFARCZYK5) 291      receives (XENIR) 694
(XENIR) 694            receives (COOL_MAX) 23
(COOL_MAX) 23          receives (ARAS_SWAJ) 2075

(ATRAPANTHERA) 847     receives (PATRYKGALKA) 15
(PATRYKGALKA) 15       receives (RAFMIX) 775
(RAFMIX) 775           receives (BADO666) 1016
(BADO666) 1016         receives (GRZEGORZX) 1737
(GRZEGORZX) 1737       receives (KOMIX) 1595
(KOMIX) 1595           receives (MAAATI) 950
(MAAATI) 950           receives (REVACHOLIAN) 549
(REVACHOLIAN) 549      receives (ATRAPANTHERA) 847

(AURELIX85) 1286       receives (UNKNOWN0) 450
(UNKNOWN0) 450         receives (SCRABER) 981
(SCRABER) 981          receives (RAFMIX) 782
(RAFMIX) 782           receives (BARTMAN71) 1713
(BARTMAN71) 1713       receives (SZCZEPAN89) 4
(SZCZEPAN89) 4         receives (WUJEK2114) 1990
(WUJEK2114) 1990       receives (SZAFARCZYK5) 287
(SZAFARCZYK5) 287      receives (JACEKBARBER) 1041
(JACEKBARBER) 1041     receives (PIZZACHIP) 982
(PIZZACHIP) 982        receives (WUJEK2114) 1989
(WUJEK2114) 1989       receives (PAWLIK) 664
(PAWLIK) 664           receives (MARUDA_24) 1049
(MARUDA_24) 1049       receives (XENIR) 697
(XENIR) 697            receives (BORYSX) 1083
(BORYSX) 1083          receives (RAZUL) 2163
(RAZUL) 2163           receives (MIKOLAJ1110) 1555
(MIKOLAJ1110) 1555     receives (FANTAZYN) 998
(FANTAZYN) 998         receives (BRILLOWSKI) 1784
(BRILLOWSKI) 1784      receives (POLO15) 731
(POLO15) 731           receives (BAAKA) 354
(BAAKA) 354            receives (SZAFARCZYK5) 306
(SZAFARCZYK5) 306      receives (PANCOR) 2319
(PANCOR) 2319          receives (SWONICK) 1861
(SWONICK) 1861         receives (PUSHEENEIRO) 836
(PUSHEENEIRO) 836      receives (VOYDEN) 140
(VOYDEN) 140           receives (KOMIX) 1598
(KOMIX) 1598           receives (KORPOREJSZYN) 1115
(KORPOREJSZYN) 1115    receives (WAGNER123) 398
(WAGNER123) 398        receives (GRZECHOO104) 2047
(GRZECHOO104) 2047     receives (SHAKQ) 2334
(SHAKQ) 2334           receives (PALMEREX) 1814
(PALMEREX) 1814        receives (KONRADSTPN) 2641
(KONRADSTPN) 2641      receives (RUTRA1992) 1292
(RUTRA1992) 1292       receives (MIZIO) 1455
(MIZIO) 1455           receives (MANKOSLAW) 2109
(MANKOSLAW) 2109       receives (JNOWACZY) 434
(JNOWACZY) 434         receives (PATRYKGALKA) 118
(PATRYKGALKA) 118      receives (RYSKAL) 1148
(RYSKAL) 1148          receives (JIMI_) 1813
(JIMI_) 1813           receives (RAZUL) 2171
(RAZUL) 2171           receives (VOYDEN) 146
(VOYDEN) 146           receives (SHAKQ) 2341
(SHAKQ) 2341           receives (PUSHEENEIRO) 833
(PUSHEENEIRO) 833      receives (UNKNOWN0) 458
(UNKNOWN0) 458         receives (KARTMAN7) 984
(KARTMAN7) 984         receives (AURELIX85) 1286

(GRUNWALD) 489         receives (TRINGA) 639
(TRINGA) 639           receives (GRUNWALD) 489

ITEM SUMMARY (715 total trades):

(ACHESA1) 106                      does not trade
(ADMI99) 210                       does not trade
(ADMI99) 211                       does not trade
(ADMI99) 212                       does not trade
(ADMI99) 213                       does not trade
(ADMI99) 214                       does not trade
(ADMI99) 215                       does not trade
(ADMI99) 216                       does not trade
(ADMI99) 217                       does not trade
(ADMI99) 218           receives (MARKOO) 2593          and sends to (MISIENCJUSZ) 658
(ADMI99) 219           receives (JAGGA68) 1838         and sends to (RYSKAL) 1160
(ADMI99) 220                       does not trade
(ADMI99) 221                       does not trade
(ADMI99) 222                       does not trade
(ADMI99) 223           receives (SIPIO) 1682           and sends to (KERUKR) 2012
(ADMI99) 224           receives (JACEKBARBER) 1355     and sends to (QUEZZLE) 1569
(ADMI99) 225                       does not trade
(ADMI99) 226                       does not trade
(ADMI99) 227                       does not trade
(ADMI99) 554                       does not trade
(ADMI99) 555                       does not trade
(ADMI99) 556                       does not trade
(ADMI99) 557                       does not trade
(ADMI99) 558                       does not trade
(AFGNCAAP) 698                     does not trade
(AFGNCAAP) 699                     does not trade
(AFGNCAAP) 700                     does not trade
(AFGNCAAP) 701                     does not trade
(AFGNCAAP) 702         receives (CORQAN) 283           and sends to (CORQAN) 284
(AGAMEMNONXD) 2263     receives (MICHALPOLSKA) 371     and sends to (SZUTEK) 822
(AGAMEMNONXD) 2266     receives (CORRAN) 437           and sends to (GABENS29) 206
(AGAMEMNONXD) 2270                 does not trade
(AGAMEMNONXD) 2273                 does not trade
(AGAMEMNONXD) 2276     receives (MZEPTER) 1486         and sends to (VOYDEN) 112
(AGAMEMNONXD) 2279                 does not trade
(AKWAMARYNOWY) 228                 does not trade
(AKWAMARYNOWY) 229                 does not trade
(AKWAMARYNOWY) 230     receives (ISKRANAPROCHY) 1770   and sends to (JACEKBARBER) 1360
(ALUCARD8282) 985                  does not trade
(ALUCARD8282) 986                  does not trade
(ALUCARD8282) 988                  does not trade
(ALUCARD8282) 989                  does not trade
(ALUCARD8282) 990      receives (RAFMIX) 773           and sends to (POLO15) 740
(ALUCARD8282) 991      receives (PROBBI) 1872          and sends to (KASZKIET) 1499
(ALUCARD8282) 992      receives (SYDONIAA) 63          and sends to (SWIROFF) 886
(ALUCARD8282) 993      receives (ZAWATERNIOK) 288      and sends to (CORQAN) 283
(ALUCARD8282) 994      receives (GARG) 1363            and sends to (JAKUBWAKIEC) 681
(ALUCARD8282) 995      receives (JACEKBARBER) 1787     and sends to (PATRYKGALKA) 17
(ALVARIN) 1251                     does not trade
(ALVARIN) 1252                     does not trade
(ALVARIN) 1253                     does not trade
